"Prenom : a, Point : 20, Date : 09/26/22"
"Prenom : a, Point : 50, Date : 09/26/22"
"Prenom : a, Point : 0, Date : 09/26/22"
"Prenom : a, Point : 15, Date : 09/26/22"
"Prenom : a, Point : 0, Date : 09/26/22"
